transaction_id,customer_id,timestamp,product_name,category,quantity,price,total_amount
TXN_10038,CUST_66,2026-06-14 20:29:14.956627,Tablet,Electronics,2,479.17,958.34
TXN_10039,CUST_75,2026-07-05 17:29:14.956627,Wireless Headphones,Accessories,2,156.54,313.08
TXN_10040,CUST_61,2026-06-22 18:29:14.956627,Laptop,Electronics,3,1174.93,3524.79
TXN_10041,CUST_52,2026-06-21 13:29:14.956627,Smartphone,Electronics,1,729.99,729.99
TXN_10042,CUST_141,2026-06-25 05:29:14.956627,Smart Watch,Electronics,3,261.61,784.83
TXN_10043,CUST_148,2026-06-15 05:29:14.956627,Wireless Headphones,Accessories,2,140.21,280.42
TXN_10044,CUST_31,2026-06-24 22:29:14.956627,Smart Watch,Electronics,2,255.44,510.88
TXN_10045,CUST_45,2026-06-30 15:29:14.956627,Smart Watch,Electronics,2,239.01,478.02
TXN_10046,CUST_44,2026-07-02 13:29:14.956627,Laptop,Electronics,3,1266.98,3800.94
TXN_10047,CUST_12,2026-06-16 21:29:14.956627,Tablet,Electronics,2,471.63,943.26
TXN_10048,CUST_92,2026-06-10 18:29:14.956627,Smart Watch,Electronics,2,236.66,473.32
TXN_10049,CUST_54,2026-06-12 00:29:14.956627,Laptop,Electronics,3,1203.82,3611.46
TXN_10050,CUST_127,2026-07-04 06:29:14.956627,Smart Watch,Electronics,3,265.89,797.67
TXN_10051,CUST_111,2026-07-05 03:29:14.956627,Wireless Headphones,Accessories,2,141.49,282.98
TXN_10052,CUST_51,2026-06-15 22:29:14.956627,Tablet,Electronics,1,423.66,423.66
TXN_10053,CUST_91,2026-06-14 15:29:14.956627,Smartphone,Electronics,3,828.07,2484.21
TXN_10054,CUST_76,2026-06-09 14:29:14.956627,Smart Watch,Electronics,1,244.11,244.11
TXN_10055,CUST_102,2026-06-29 11:29:14.956627,Wireless Headphones,Accessories,3,145.02,435.06
TXN_10056,CUST_12,2026-06-20 11:29:14.956627,Tablet,Electronics,2,442.81,885.62
TXN_10057,CUST_34,2026-06-18 13:29:14.956627,Smartphone,Electronics,3,861.4,2584.2
TXN_10058,CUST_140,2026-06-15 00:29:14.956627,Smartphone,Electronics,1,765.08,765.08
TXN_10059,CUST_100,2026-06-27 18:29:14.956627,Tablet,Electronics,1,481.51,481.51
TXN_10060,CUST_10,2026-06-18 20:29:14.956627,Wireless Headphones,Accessories,1,152.55,152.55
TXN_10061,CUST_124,2026-06-18 01:29:14.956627,Wireless Headphones,Accessories,2,150.54,301.08
TXN_10062,CUST_14,2026-07-03 20:29:14.956627,Wireless Headphones,Accessories,1,162.0,162.0
TXN_10063,CUST_39,2026-06-14 01:29:14.956627,Laptop,Electronics,3,1233.11,3699.33
TXN_10064,CUST_133,2026-07-01 01:29:14.956627,Tablet,Electronics,1,470.94,470.94
TXN_10065,CUST_49,2026-06-23 22:29:14.956627,Tablet,Electronics,3,435.64,1306.92
TXN_10066,CUST_124,2026-06-17 17:29:14.956627,Smart Watch,Electronics,2,256.13,512.26
TXN_10067,CUST_136,2026-07-01 15:29:14.956627,Laptop,Electronics,2,1134.35,2268.7
TXN_10068,CUST_136,2026-07-06 22:29:14.956627,Smartphone,Electronics,2,772.04,1544.08
TXN_10069,CUST_114,2026-07-06 16:29:14.956627,Smartphone,Electronics,2,858.33,1716.66
TXN_10070,CUST_51,2026-06-22 02:29:14.956627,Wireless Headphones,Accessories,3,150.82,452.46
TXN_10071,CUST_124,2026-06-13 07:29:14.956627,Wireless Headphones,Accessories,3,149.4,448.2
TXN_10072,CUST_7,2026-06-29 11:29:14.956627,Smart Watch,Electronics,1,235.75,235.75
TXN_10073,CUST_135,2026-06-25 04:29:14.956627,Smartphone,Electronics,3,857.99,2573.97
TXN_10074,CUST_58,2026-06-19 07:29:14.956627,Smart Watch,Electronics,3,274.09,822.27
TXN_10075,CUST_56,2026-06-19 18:29:14.956627,Laptop,Electronics,3,1134.86,3404.58
TXN_10076,CUST_109,2026-06-18 13:29:14.956627,Tablet,Electronics,1,461.1,461.1
TXN_10077,CUST_67,2026-06-11 13:29:14.956627,Laptop,Electronics,2,1223.01,2446.02
TXN_10078,CUST_116,2026-07-01 20:29:14.956627,Wireless Headphones,Accessories,1,159.76,159.76
TXN_10079,CUST_145,2026-06-09 11:29:14.956627,Smartphone,Electronics,2,772.08,1544.16
TXN_10080,CUST_1,2026-06-22 18:29:14.956627,Tablet,Electronics,2,450.27,900.54
TXN_10081,CUST_17,2026-07-07 01:29:14.956627,Wireless Headphones,Accessories,3,159.31,477.93
TXN_10082,CUST_99,2026-07-06 02:29:14.956627,Smart Watch,Electronics,2,261.84,523.68
TXN_10083,CUST_125,2026-07-06 01:29:14.956627,Smart Watch,Electronics,2,238.48,476.96
TXN_10084,CUST_96,2026-06-10 22:29:14.956627,Smart Watch,Electronics,2,242.76,485.52
TXN_10085,CUST_137,2026-07-08 03:29:14.956627,Tablet,Electronics,2,437.52,875.04
TXN_10086,CUST_17,2026-06-27 05:29:14.956627,Smart Watch,Electronics,2,230.12,460.24
TXN_10087,CUST_119,2026-06-24 23:29:14.956627,Smart Watch,Electronics,3,250.31,750.93
TXN_10088,CUST_71,2026-06-29 18:29:14.956627,Wireless Headphones,Accessories,1,139.36,139.36
TXN_10089,CUST_72,2026-06-18 03:29:14.956627,Laptop,Electronics,3,1125.02,3375.06
TXN_10090,CUST_128,2026-06-16 20:29:14.956627,Tablet,Electronics,3,442.23,1326.69
TXN_10091,CUST_59,2026-07-07 04:29:14.956627,Smartphone,Electronics,2,722.31,1444.62
TXN_10092,CUST_95,2026-06-25 16:29:14.956627,Smart Watch,Electronics,1,270.91,270.91
TXN_10093,CUST_134,2026-07-04 14:29:14.956627,Tablet,Electronics,3,478.02,1434.06
TXN_10094,CUST_88,2026-06-12 13:29:14.956627,Smartphone,Electronics,3,749.01,2247.03
TXN_10095,CUST_40,2026-06-26 12:29:14.956627,Tablet,Electronics,1,429.8,429.8
TXN_10096,CUST_53,2026-07-07 05:29:14.956627,Tablet,Electronics,3,419.68,1259.04
TXN_10097,CUST_31,2026-07-04 01:29:14.956627,Tablet,Electronics,2,488.55,977.1
TXN_10098,CUST_117,2026-06-20 05:29:14.956627,Smartphone,Electronics,3,805.63,2416.89
TXN_10099,CUST_145,2026-06-14 12:29:14.956627,Laptop,Electronics,2,1195.93,2391.86
TXN_10100,CUST_24,2026-06-14 12:29:14.956627,Smart Watch,Electronics,3,268.85,806.55
TXN_10101,CUST_150,2026-06-30 19:29:14.956627,Smart Watch,Electronics,3,228.52,685.56
TXN_10102,CUST_56,2026-06-23 00:29:14.956627,Smart Watch,Electronics,1,232.46,232.46
TXN_10103,CUST_89,2026-07-05 02:29:14.956627,Tablet,Electronics,3,427.51,1282.53
TXN_10104,CUST_2,2026-06-30 19:29:14.956627,Smartphone,Electronics,1,823.31,823.31
TXN_10105,CUST_38,2026-06-27 04:29:14.956627,Smartphone,Electronics,1,728.88,728.88
TXN_10106,CUST_20,2026-06-29 02:29:14.956627,Smartphone,Electronics,1,774.13,774.13
TXN_10107,CUST_75,2026-06-10 03:29:14.956627,Tablet,Electronics,1,450.94,450.94
TXN_10108,CUST_34,2026-07-07 08:29:14.956627,Wireless Headphones,Accessories,3,142.81,428.43
TXN_10109,CUST_54,2026-06-16 14:29:14.956627,Smart Watch,Electronics,3,228.33,684.99
TXN_10110,CUST_37,2026-06-15 19:29:14.956627,Smartphone,Electronics,2,873.37,1746.74
TXN_10111,CUST_81,2026-07-03 12:29:14.956627,Tablet,Electronics,3,488.11,1464.33
TXN_10112,CUST_103,2026-06-28 22:29:14.956627,Smart Watch,Electronics,2,225.27,450.54
TXN_10113,CUST_30,2026-07-06 18:29:14.956627,Wireless Headphones,Accessories,2,145.6,291.2
TXN_10114,CUST_15,2026-06-13 06:29:14.956627,Laptop,Electronics,2,1086.93,2173.86
TXN_10115,CUST_8,2026-06-10 23:29:14.956627,Wireless Headphones,Accessories,2,145.62,291.24
TXN_10116,CUST_131,2026-06-19 11:29:14.956627,Smart Watch,Electronics,3,265.05,795.15
TXN_10117,CUST_88,2026-06-29 04:29:14.956627,Tablet,Electronics,3,431.97,1295.91
TXN_10118,CUST_108,2026-06-27 19:29:14.956627,Wireless Headphones,Accessories,3,149.16,447.48
TXN_10119,CUST_24,2026-06-14 18:29:14.956627,Wireless Headphones,Accessories,1,155.96,155.96
TXN_10120,CUST_82,2026-06-18 20:29:14.956627,Smartphone,Electronics,1,750.89,750.89
TXN_10121,CUST_60,2026-07-03 09:29:14.956627,Smart Watch,Electronics,1,241.42,241.42
TXN_10122,CUST_48,2026-07-03 17:29:14.956627,Laptop,Electronics,2,1226.85,2453.7
TXN_10123,CUST_3,2026-06-21 15:29:14.956627,Smartphone,Electronics,1,836.27,836.27
TXN_10124,CUST_122,2026-06-28 23:29:14.956627,Tablet,Electronics,2,461.68,923.36
TXN_10125,CUST_117,2026-06-19 17:29:14.956627,Smart Watch,Electronics,3,264.77,794.31
TXN_10126,CUST_127,2026-07-04 05:29:14.956627,Smartphone,Electronics,1,742.05,742.05
TXN_10127,CUST_4,2026-06-28 13:29:14.956627,Tablet,Electronics,3,468.27,1404.81
TXN_10128,CUST_48,2026-06-16 10:29:14.956627,Smartphone,Electronics,2,735.64,1471.28
TXN_10129,CUST_75,2026-07-08 14:29:14.956627,Smart Watch,Electronics,1,245.1,245.1
TXN_10130,CUST_8,2026-06-16 00:29:14.956627,Smart Watch,Electronics,2,248.98,497.96
TXN_10131,CUST_96,2026-06-27 02:29:14.956627,Laptop,Electronics,2,1247.35,2494.7
TXN_10132,CUST_124,2026-06-09 13:29:14.956627,Tablet,Electronics,1,412.82,412.82
TXN_10133,CUST_24,2026-07-06 18:29:14.956627,Laptop,Electronics,3,1296.84,3890.52
TXN_10134,CUST_114,2026-06-10 05:29:14.956627,Tablet,Electronics,2,477.03,954.06
TXN_10135,CUST_48,2026-06-30 00:29:14.956627,Tablet,Electronics,1,455.56,455.56
TXN_10136,CUST_84,2026-07-06 18:29:14.956627,Smart Watch,Electronics,2,250.72,501.44
TXN_10137,CUST_5,2026-06-14 09:29:14.956627,Laptop,Electronics,2,1155.95,2311.9
TXN_10138,CUST_87,2026-06-29 12:29:14.956627,Smartphone,Electronics,3,847.8,2543.4
TXN_10139,CUST_88,2026-06-17 15:29:14.956627,Tablet,Electronics,3,445.36,1336.08
TXN_10140,CUST_145,2026-06-30 17:29:14.956627,Laptop,Electronics,1,1228.46,1228.46
TXN_10141,CUST_100,2026-07-01 20:29:14.956627,Smart Watch,Electronics,1,241.51,241.51
TXN_10142,CUST_16,2026-06-30 01:29:14.956627,Smart Watch,Electronics,1,232.41,232.41
TXN_10143,CUST_145,2026-06-23 00:29:14.956627,Tablet,Electronics,1,470.6,470.6
TXN_10144,CUST_117,2026-06-10 22:29:14.956627,Smartphone,Electronics,2,734.83,1469.66
TXN_10145,CUST_23,2026-06-30 06:29:14.956627,Laptop,Electronics,3,1240.41,3721.23
TXN_10146,CUST_65,2026-07-06 20:29:14.956627,Wireless Headphones,Accessories,1,164.01,164.01
TXN_10147,CUST_55,2026-06-24 22:29:14.956627,Tablet,Electronics,3,491.54,1474.62
TXN_10148,CUST_72,2026-06-26 15:29:14.956627,Tablet,Electronics,3,474.62,1423.86
TXN_10149,CUST_101,2026-06-18 12:29:14.956627,Tablet,Electronics,2,461.63,923.26
TXN_10150,CUST_88,2026-06-19 20:29:14.956627,Wireless Headphones,Accessories,2,146.63,293.26
TXN_10151,CUST_13,2026-06-18 07:29:14.956627,Tablet,Electronics,3,432.04,1296.12
TXN_10152,CUST_19,2026-06-24 21:29:14.956627,Smartphone,Electronics,3,723.1,2169.3
TXN_10153,CUST_32,2026-06-13 19:29:14.956627,Wireless Headphones,Accessories,1,153.16,153.16
TXN_10154,CUST_147,2026-06-12 12:29:14.956627,Smart Watch,Electronics,3,231.87,695.61
TXN_10155,CUST_110,2026-07-05 12:29:14.956627,Smartphone,Electronics,2,766.26,1532.52
TXN_10156,CUST_9,2026-06-11 07:29:14.956627,Smart Watch,Electronics,1,261.78,261.78
TXN_10157,CUST_52,2026-06-15 22:29:14.956627,Smart Watch,Electronics,3,246.82,740.46
TXN_10158,CUST_137,2026-07-02 01:29:14.956627,Laptop,Electronics,1,1153.75,1153.75
TXN_10159,CUST_131,2026-06-23 10:29:14.956627,Tablet,Electronics,2,429.37,858.74
TXN_10160,CUST_67,2026-06-18 16:29:14.956627,Tablet,Electronics,3,417.03,1251.09
TXN_10161,CUST_77,2026-06-12 22:29:14.956627,Laptop,Electronics,2,1221.37,2442.74
TXN_10162,CUST_60,2026-06-20 20:29:14.956627,Tablet,Electronics,1,437.9,437.9
TXN_10163,CUST_21,2026-06-12 17:29:14.956627,Wireless Headphones,Accessories,2,141.79,283.58
TXN_10164,CUST_125,2026-06-11 16:29:14.956627,Smartphone,Electronics,3,813.45,2440.35
TXN_10165,CUST_57,2026-06-11 17:29:14.956627,Laptop,Electronics,3,1260.42,3781.26
TXN_10166,CUST_48,2026-06-13 19:29:14.956627,Smartphone,Electronics,1,863.39,863.39
TXN_10167,CUST_87,2026-07-02 03:29:14.956627,Wireless Headphones,Accessories,2,161.15,322.3
TXN_10168,CUST_128,2026-06-10 01:29:14.956627,Wireless Headphones,Accessories,2,154.62,309.24
TXN_10169,CUST_23,2026-07-03 08:29:14.956627,Smart Watch,Electronics,3,271.67,815.01
TXN_10170,CUST_45,2026-06-12 10:29:14.956627,Laptop,Electronics,2,1318.76,2637.52
TXN_10171,CUST_139,2026-06-13 09:29:14.956627,Smartphone,Electronics,2,842.46,1684.92
TXN_10172,CUST_111,2026-06-30 08:29:14.956627,Tablet,Electronics,2,452.23,904.46
TXN_10173,CUST_142,2026-06-26 02:29:14.956627,Smartphone,Electronics,1,736.5,736.5
TXN_10174,CUST_91,2026-07-04 19:29:14.956627,Tablet,Electronics,2,418.98,837.96
TXN_10175,CUST_148,2026-06-17 11:29:14.956627,Wireless Headphones,Accessories,3,136.41,409.23
TXN_10176,CUST_142,2026-06-21 10:29:14.956627,Tablet,Electronics,1,419.9,419.9
TXN_10177,CUST_43,2026-06-21 10:29:14.956627,Smartphone,Electronics,1,723.63,723.63
TXN_10178,CUST_84,2026-06-09 03:29:14.956627,Tablet,Electronics,3,446.64,1339.92
TXN_10179,CUST_12,2026-06-25 02:29:14.956627,Laptop,Electronics,3,1181.09,3543.27
TXN_10180,CUST_33,2026-06-14 19:29:14.956627,Tablet,Electronics,2,439.76,879.52
TXN_10181,CUST_138,2026-07-07 00:29:14.956627,Tablet,Electronics,2,407.09,814.18
TXN_10182,CUST_91,2026-06-12 14:29:14.956627,Smartphone,Electronics,2,810.04,1620.08
TXN_10183,CUST_92,2026-06-16 04:29:14.956627,Laptop,Electronics,1,1140.62,1140.62
TXN_10184,CUST_79,2026-06-30 09:29:14.956627,Smart Watch,Electronics,1,232.13,232.13
TXN_10185,CUST_111,2026-06-09 02:29:14.956627,Laptop,Electronics,2,1235.38,2470.76
TXN_10186,CUST_86,2026-07-07 21:29:14.956627,Tablet,Electronics,1,409.5,409.5
TXN_10187,CUST_112,2026-06-14 19:29:14.956627,Wireless Headphones,Accessories,3,141.09,423.27
TXN_10188,CUST_58,2026-06-25 00:29:14.956627,Smartphone,Electronics,2,732.13,1464.26
TXN_10189,CUST_133,2026-06-17 16:29:14.956627,Wireless Headphones,Accessories,1,162.76,162.76
TXN_10190,CUST_41,2026-06-30 10:29:14.956627,Tablet,Electronics,3,416.83,1250.49
TXN_10191,CUST_81,2026-06-17 06:29:14.956627,Laptop,Electronics,2,1313.23,2626.46
TXN_10192,CUST_133,2026-07-06 22:29:14.956627,Smart Watch,Electronics,2,254.88,509.76
TXN_10193,CUST_130,2026-06-19 00:29:14.956627,Wireless Headphones,Accessories,2,162.04,324.08
TXN_10194,CUST_10,2026-06-19 13:29:14.956627,Smartphone,Electronics,2,835.84,1671.68
TXN_10195,CUST_38,2026-06-10 19:29:14.956627,Laptop,Electronics,1,1165.76,1165.76
TXN_10196,CUST_45,2026-06-30 00:29:14.956627,Wireless Headphones,Accessories,2,139.01,278.02
TXN_10197,CUST_57,2026-07-05 22:29:14.956627,Tablet,Electronics,3,490.49,1471.47
TXN_10198,CUST_105,2026-06-26 15:29:14.956627,Smartphone,Electronics,1,789.81,789.81
TXN_10199,CUST_93,2026-06-26 12:29:14.956627,Laptop,Electronics,2,1144.51,2289.02
TXN_10200,CUST_56,2026-06-22 16:29:14.956627,Smartphone,Electronics,2,875.38,1750.76
TXN_10201,CUST_49,2026-06-14 05:29:14.956627,Smart Watch,Electronics,2,272.07,544.14
TXN_10202,CUST_112,2026-06-13 06:29:14.956627,Laptop,Electronics,2,1261.05,2522.1
TXN_10203,CUST_6,2026-06-21 21:29:14.956627,Wireless Headphones,Accessories,1,136.07,136.07
TXN_10204,CUST_52,2026-07-06 15:29:14.956627,Wireless Headphones,Accessories,3,144.72,434.16
TXN_10205,CUST_117,2026-06-18 20:29:14.956627,Laptop,Electronics,1,1192.21,1192.21
TXN_10206,CUST_120,2026-06-22 10:29:14.956627,Laptop,Electronics,2,1121.33,2242.66
TXN_10207,CUST_82,2026-06-24 04:29:14.956627,Laptop,Electronics,1,1104.71,1104.71
TXN_10208,CUST_6,2026-06-19 18:29:14.956627,Tablet,Electronics,1,416.24,416.24
TXN_10209,CUST_58,2026-06-19 05:29:14.956627,Laptop,Electronics,2,1096.22,2192.44
TXN_10210,CUST_9,2026-07-07 07:29:14.956627,Smartphone,Electronics,3,745.0,2235.0
TXN_10211,CUST_137,2026-06-27 23:29:14.956627,Smartphone,Electronics,1,722.69,722.69
TXN_10212,CUST_43,2026-07-07 17:29:14.956627,Laptop,Electronics,2,1296.09,2592.18
TXN_10213,CUST_21,2026-06-17 08:29:14.956627,Smart Watch,Electronics,3,226.99,680.97
TXN_10214,CUST_128,2026-07-04 18:29:14.956627,Smartphone,Electronics,3,778.81,2336.43
TXN_10215,CUST_49,2026-06-13 17:29:14.956627,Wireless Headphones,Accessories,3,147.93,443.79
TXN_10216,CUST_25,2026-07-06 06:29:14.956627,Smart Watch,Electronics,2,254.41,508.82
TXN_10217,CUST_81,2026-07-02 15:29:14.956627,Smartphone,Electronics,3,845.52,2536.56
TXN_10218,CUST_125,2026-06-12 03:29:14.956627,Wireless Headphones,Accessories,3,150.0,450.0
TXN_10219,CUST_56,2026-06-09 14:29:14.956627,Wireless Headphones,Accessories,2,145.39,290.78
TXN_10220,CUST_42,2026-06-10 08:29:14.956627,Wireless Headphones,Accessories,3,161.95,485.85
TXN_10221,CUST_19,2026-06-19 11:29:14.956627,Smartphone,Electronics,3,721.35,2164.05
TXN_10222,CUST_142,2026-07-08 02:29:14.956627,Tablet,Electronics,3,456.84,1370.52
TXN_10223,CUST_20,2026-06-30 18:29:14.956627,Wireless Headphones,Accessories,2,159.27,318.54
TXN_10224,CUST_28,2026-06-26 07:29:14.956627,Smart Watch,Electronics,1,249.51,249.51
TXN_10225,CUST_55,2026-06-18 02:29:14.956627,Tablet,Electronics,2,480.21,960.42
TXN_10226,CUST_126,2026-06-12 10:29:14.956627,Wireless Headphones,Accessories,2,164.0,328.0
TXN_10227,CUST_8,2026-06-15 03:29:14.956627,Tablet,Electronics,2,472.36,944.72
TXN_10228,CUST_85,2026-06-24 23:29:14.956627,Laptop,Electronics,2,1233.26,2466.52
TXN_10229,CUST_119,2026-07-06 11:29:14.956627,Smartphone,Electronics,2,878.36,1756.72
TXN_10230,CUST_150,2026-06-14 08:29:14.956627,Smartphone,Electronics,1,743.47,743.47
TXN_10231,CUST_69,2026-06-28 20:29:14.956627,Smart Watch,Electronics,3,261.04,783.12
TXN_10232,CUST_14,2026-06-14 10:29:14.956627,Laptop,Electronics,2,1277.1,2554.2
TXN_10233,CUST_44,2026-06-21 12:29:14.956627,Smart Watch,Electronics,1,264.72,264.72
TXN_10234,CUST_4,2026-06-17 13:29:14.956627,Smartphone,Electronics,3,822.53,2467.59
TXN_10235,CUST_4,2026-06-29 02:29:14.956627,Smart Watch,Electronics,1,265.86,265.86
TXN_10236,CUST_27,2026-06-10 02:29:14.956627,Tablet,Electronics,1,430.39,430.39
TXN_10237,CUST_13,2026-06-18 21:29:14.956627,Tablet,Electronics,3,446.84,1340.52
TXN_10238,CUST_89,2026-07-07 14:29:14.956627,Laptop,Electronics,1,1129.45,1129.45
TXN_10239,CUST_63,2026-06-19 00:29:14.956627,Smart Watch,Electronics,3,250.97,752.91
TXN_10240,CUST_43,2026-06-09 08:29:14.956627,Smart Watch,Electronics,3,226.74,680.22
TXN_10241,CUST_24,2026-06-09 18:29:14.956627,Smart Watch,Electronics,2,245.07,490.14
TXN_10242,CUST_150,2026-06-20 22:29:14.956627,Smartphone,Electronics,2,750.03,1500.06
TXN_10243,CUST_11,2026-06-19 16:29:14.956627,Smart Watch,Electronics,2,225.38,450.76
TXN_10244,CUST_130,2026-07-04 07:29:14.956627,Laptop,Electronics,1,1089.12,1089.12
TXN_10245,CUST_113,2026-06-18 17:29:14.956627,Smart Watch,Electronics,3,264.21,792.63
TXN_10246,CUST_114,2026-06-27 19:29:14.956627,Laptop,Electronics,1,1258.1,1258.1
TXN_10247,CUST_39,2026-06-09 06:29:14.956627,Wireless Headphones,Accessories,1,145.55,145.55
TXN_10248,CUST_148,2026-06-15 18:29:14.956627,Tablet,Electronics,1,410.87,410.87
TXN_10249,CUST_44,2026-07-01 00:29:14.956627,Tablet,Electronics,1,436.74,436.74
TXN_10250,CUST_78,2026-06-22 12:29:14.956627,Smart Watch,Electronics,2,259.36,518.72
TXN_10251,CUST_72,2026-06-21 09:29:14.956627,Tablet,Electronics,2,488.27,976.54
TXN_10252,CUST_73,2026-06-13 21:29:14.956627,Laptop,Electronics,3,1187.49,3562.47
TXN_10253,CUST_17,2026-06-29 02:29:14.956627,Laptop,Electronics,1,1281.93,1281.93
TXN_10254,CUST_20,2026-06-12 00:29:14.956627,Smartphone,Electronics,2,877.57,1755.14
TXN_10255,CUST_14,2026-06-18 09:29:14.956627,Smartphone,Electronics,3,795.14,2385.42
TXN_10256,CUST_68,2026-06-17 04:29:14.956627,Wireless Headphones,Accessories,2,164.37,328.74
TXN_10257,CUST_144,2026-06-23 14:29:14.956627,Laptop,Electronics,3,1166.22,3498.66
TXN_10258,CUST_132,2026-07-04 03:29:14.956627,Smartphone,Electronics,2,842.75,1685.5
TXN_10259,CUST_74,2026-07-03 07:29:14.956627,Smartphone,Electronics,1,778.4,778.4
TXN_10260,CUST_43,2026-06-19 22:29:14.956627,Wireless Headphones,Accessories,1,159.16,159.16
TXN_10261,CUST_129,2026-07-01 01:29:14.956627,Laptop,Electronics,1,1244.01,1244.01
TXN_10262,CUST_114,2026-06-25 09:29:14.956627,Smart Watch,Electronics,3,230.4,691.2
TXN_10263,CUST_36,2026-07-01 19:29:14.956627,Wireless Headphones,Accessories,2,141.11,282.22
TXN_10264,CUST_110,2026-07-04 19:29:14.956627,Tablet,Electronics,1,421.73,421.73
TXN_10265,CUST_43,2026-06-14 14:29:14.956627,Smartphone,Electronics,1,821.85,821.85
TXN_10266,CUST_66,2026-07-07 11:29:14.956627,Smartphone,Electronics,1,774.31,774.31
TXN_10267,CUST_150,2026-06-22 11:29:14.956627,Wireless Headphones,Accessories,2,151.26,302.52
TXN_10268,CUST_126,2026-07-02 19:29:14.956627,Smartphone,Electronics,2,846.16,1692.32
TXN_10269,CUST_88,2026-06-11 17:29:14.956627,Laptop,Electronics,2,1088.05,2176.1
TXN_10270,CUST_60,2026-06-17 04:29:14.956627,Wireless Headphones,Accessories,3,157.58,472.74
TXN_10271,CUST_83,2026-06-24 07:29:14.956627,Smartphone,Electronics,1,750.99,750.99
TXN_10272,CUST_109,2026-06-15 20:29:14.956627,Tablet,Electronics,3,459.04,1377.12
